book_id,year_group,pop_group,author_group
4995,New,3,Author
4996,Old,3,Author
4997,New,4,Author
4998,New,4,TopAuthor
4999,Old,3,Author
5000,New,4,Author
5001,New,4,Author
5002,New,3,Author
5003,Old,4,Author
5004,New,4,Author
5005,Old,3,Author
5006,New,3,TopAuthor
5007,New,3,TopAuthor
5008,Old,4,Author
5009,Old,4,Author
5010,Old,3,Author
5011,New,3,Author
5012,New,4,Author
5013,New,3,Author
5014,New,3,TopAuthor
5015,Old,4,Author
5016,New,3,Author
5017,New,4,Author
5018,New,3,Author
5019,New,4,Author
5020,New,4,Author
5021,New,4,TopAuthor
5022,Old,3,Author
5023,New,3,Author
5024,Old,4,Author
5025,New,4,Author
5026,New,4,TopAuthor
5027,Old,4,Author
5028,Old,4,Author
5029,New,3,Author
5030,New,4,Author
5031,New,3,Author
5032,New,3,Author
5033,Old,3,Author
5034,New,3,Author
5035,New,4,Author
5036,New,4,Author
5037,New,3,Author
5038,New,3,Author
5039,New,3,Author
5040,New,3,Author
5041,Old,3,TopAuthor
5042,Old,4,TopAuthor
5043,Old,3,Author
5044,New,3,TopAuthor
5045,New,3,Author
5046,Old,4,Author
5047,New,4,Author
5048,New,4,TopAuthor
5049,Old,4,TopAuthor
5050,New,3,Author
5051,Old,3,Author
5052,Old,4,Author
5053,New,3,Author
5054,New,3,Author
5055,Old,4,Author
5056,New,4,Author
5057,Old,4,Author
5058,New,3,Author
5059,New,3,Author
5060,New,4,Author
5061,Old,3,TopAuthor
5062,New,4,Author
5063,New,4,Author
5064,New,3,Author
5065,New,4,Author
5066,New,3,Author
5067,New,3,TopAuthor
5068,Old,4,Author
5069,Old,4,Author
5070,New,4,Author
5071,Old,4,Author
5072,New,3,Author
5073,Old,4,Author
5074,New,4,Author
5075,New,3,Author
5076,Old,3,Author
5077,Old,3,TopAuthor
5078,New,3,Author
5079,New,3,Author
5080,Old,4,Author
5081,Old,3,Author
5082,New,3,Author
5083,New,4,TopAuthor
5084,Old,3,Author
5085,New,3,Author
5086,New,3,Author
5087,New,3,Author
5088,Old,3,Author
5089,Old,3,Author
5090,New,3,Author
5091,New,3,Author
5092,New,4,TopAuthor
5093,New,4,Author
5094,New,3,Author
5095,Old,3,Author
5096,New,4,Author
5097,New,3,Author
5098,New,4,Author
5099,New,4,Author
5100,Old,3,TopAuthor
5101,Old,4,Author
5102,New,3,Author
5103,New,4,TopAuthor
5104,New,3,Author
5105,New,3,Author
5106,New,3,Author
5107,New,4,Author
5108,Old,4,Author
5109,New,4,TopAuthor
5110,New,4,Author
5111,New,4,Author
5112,New,4,TopAuthor
5113,New,4,Author
5114,Old,4,Author
5115,Old,3,TopAuthor
5116,Old,4,Author
5117,New,4,Author
5118,New,4,Author
5119,New,3,Author
5120,Old,3,Author
5121,New,4,TopAuthor
5122,Old,4,Author
5123,Old,4,Author
5124,New,3,Author
5125,New,4,Author
5126,New,4,Author
5127,New,3,Author
5128,New,3,Author
5129,New,4,TopAuthor
5130,New,3,Author
5131,New,4,Author
5132,New,3,Author
5133,New,3,Author
5134,Old,4,Author
5135,Old,3,TopAuthor
5136,New,4,Author
5137,New,4,TopAuthor
5138,Old,4,Author
5139,New,3,TopAuthor
5140,New,4,Author
5141,Old,3,Author
5142,New,4,Author
5143,Old,4,Author
5144,New,3,Author
5145,Old,4,Author
5146,Old,4,Author
5147,Old,4,Author
5148,New,3,Author
5149,New,3,TopAuthor
5150,New,3,Author
5151,New,3,Author
5152,Old,3,Author
5153,New,4,Author
5154,New,4,Author
5155,New,3,Author
5156,New,4,Author
5157,Old,3,Author
5158,Old,4,TopAuthor
5159,New,4,Author
5160,Old,3,TopAuthor
5161,New,3,Author
5162,Old,4,Author
5163,Old,4,Author
5164,New,3,Author
5165,New,4,Author
5166,New,3,TopAuthor
5167,Old,4,Author
5168,Old,4,TopAuthor
5169,New,4,Author
5170,New,4,Author
5171,New,4,TopAuthor
5172,New,4,Author
5173,New,4,Author
5174,New,3,TopAuthor
5175,New,3,Author
5176,Old,3,TopAuthor
5177,New,3,Author
5178,New,4,Author
5179,New,3,Author
5180,Old,4,Author
5181,New,4,Author
5182,Old,4,Author
5183,New,3,Author
5184,New,3,Author
5185,New,3,Author
5186,New,3,Author
5187,Old,4,Author
5188,Old,3,Author
5189,Old,4,Author
5190,New,4,TopAuthor
5191,New,3,Author
5192,Old,3,Author
5193,New,4,Author
5194,New,4,TopAuthor
5195,Old,3,TopAuthor
5196,New,4,TopAuthor
5197,New,3,Author
5198,Old,3,Author
5199,New,3,Author
5200,New,4,Author
5201,Old,3,Author
5202,New,4,Author
5203,Old,3,TopAuthor
5204,New,4,Author
5205,New,4,Author
5206,New,3,TopAuthor
5207,Old,4,Author
5208,New,3,Author
5209,New,3,TopAuthor
5210,Old,4,Author
5211,Old,4,Author
5212,New,3,Author
5213,New,4,Author
5214,New,4,Author
5215,New,4,Author
5216,New,3,Author
5217,New,4,Author
5218,New,4,TopAuthor
5219,New,3,TopAuthor
5220,New,3,Author
5221,New,4,Author
5222,New,4,TopAuthor
5223,New,4,Author
5224,New,4,Author
5225,Old,4,Author
5226,New,4,Author
5227,Old,4,Author
5228,Old,4,Author
5229,Old,3,TopAuthor
5230,New,3,Author
5231,New,3,Author
5232,Old,4,Author
5233,New,3,Author
5234,Old,4,Author
5235,New,4,Author
5236,New,3,Author
5237,Old,3,Author
5238,Old,3,Author
5239,Old,3,TopAuthor
5240,New,4,Author
5241,Old,3,Author
5242,New,3,Author
5243,New,4,Author
5244,Old,4,Author
5245,New,4,Author
5246,New,4,Author
5247,Old,4,Author
5248,New,4,Author
5249,Old,4,Author
5250,New,3,Author
5251,New,3,Author
5252,Old,4,Author
5253,Old,4,Author
5254,Old,4,Author
5255,New,3,Author
5256,New,4,Author
5257,Old,3,Author
5258,New,4,Author
5259,New,4,Author
5260,Old,3,Author
5261,New,3,Author
5262,New,3,TopAuthor
5263,New,4,Author
5264,New,3,Author
5265,Old,3,TopAuthor
5266,New,3,Author
5267,New,4,Author
5268,New,3,Author
5269,Old,4,Author
5270,Old,3,Author
5271,New,3,Author
5272,New,4,Author
5273,Old,4,Author
5274,New,3,Author
5275,New,3,Author
5276,New,4,Author
5277,Old,4,TopAuthor
5278,New,4,Author
5279,New,4,Author
5280,New,3,Author
5281,New,4,Author
5282,New,3,TopAuthor
5283,Old,4,Author
5284,New,4,TopAuthor
5285,Old,4,Author
5286,New,3,Author
5287,Old,4,Author
5288,New,3,TopAuthor
5289,New,4,Author
5290,Old,3,TopAuthor
5291,Old,4,Author
5292,New,3,Author
5293,New,4,Author
5294,Old,4,Author
5295,New,4,TopAuthor
5296,New,3,Author
5297,New,3,Author
5298,New,3,Author
5299,New,4,Author
5300,New,3,Author
5301,Old,4,Author
5302,New,3,Author
5303,Old,4,TopAuthor
5304,Old,3,TopAuthor
5305,Old,3,Author
5306,New,4,Author
5307,New,3,TopAuthor
5308,New,3,Author
5309,New,3,TopAuthor
5310,Old,4,Author
5311,Old,3,Author
5312,Old,4,Author
5313,Old,3,Author
5314,New,4,Author
5315,Old,3,Author
5316,New,4,Author
5317,Old,3,Author
5318,Old,3,Author
5319,New,4,Author
5320,New,3,Author
5321,New,4,Author
5322,Old,3,Author
5323,New,4,Author
5324,New,4,Author
5325,New,4,Author
5326,Old,3,Author
5327,Old,4,Author
5328,New,4,Author
5329,Old,3,Author
5330,Old,3,TopAuthor
5331,New,4,Author
5332,New,4,Author
5333,New,3,Author
5334,Old,3,Author
5335,New,4,Author
5336,New,4,Author
5337,New,4,TopAuthor
5338,New,3,Author
5339,Old,4,Author
5340,Old,4,TopAuthor
5341,Old,4,Author
5342,New,3,Author
5343,Old,3,Author
5344,New,4,Author
5345,New,3,Author
5346,Old,4,Author
5347,New,4,Author
5348,New,3,Author
5349,Old,3,Author
5350,New,3,Author
5351,Old,4,Author
5352,New,4,Author
5353,New,4,Author
5354,Old,3,Author
5355,New,3,Author
5356,Old,4,Author
5357,Old,4,Author
5358,Old,3,Author
5359,New,4,Author
5360,New,4,Author
5361,New,3,Author
5362,New,3,Author
5363,New,4,Author
5364,New,4,Author
5365,New,4,TopAuthor
5366,New,4,Author
5367,Old,3,Author
5368,New,3,Author
5369,Old,4,Author
5370,New,3,TopAuthor
5371,New,4,Author
5372,New,4,TopAuthor
5373,New,3,Author
5374,Old,3,Author
5375,New,3,Author
5376,Old,4,Author
5377,Old,4,Author
5378,Old,3,Author
5379,New,3,Author
5380,New,3,Author
5381,Old,3,Author
5382,Old,4,Author
5383,New,4,TopAuthor
5384,New,4,Author
5385,New,3,Author
5386,Old,3,Author
5387,Old,4,Author
5388,Old,3,TopAuthor
5389,Old,3,Author
5390,New,4,Author
5391,New,3,Author
5392,Old,4,Author
5393,New,4,Author
5394,New,4,Author
5395,New,3,Author
5396,New,4,Author
5397,New,3,Author
5398,New,4,Author
5399,Old,4,Author
5400,New,4,Author
5401,New,3,Author
5402,New,3,TopAuthor
5403,New,4,Author
5404,Old,3,Author
5405,New,4,Author
5406,New,3,Author
5407,New,3,Author
5408,New,4,Author
5409,New,3,Author
5410,New,3,TopAuthor
5411,Old,4,TopAuthor
5412,New,3,Author
5413,Old,3,Author
5414,Old,4,Author
5415,Old,4,TopAuthor
5416,New,3,Author
5417,Old,3,TopAuthor
5418,New,3,Author
5419,New,3,Author
5420,Old,3,Author
5421,New,3,Author
5422,New,4,Author
5423,New,3,TopAuthor
5424,Old,3,Author
5425,Old,4,Author
5426,New,3,Author
5427,Old,3,Author
5428,New,3,Author
5429,New,4,Author
5430,New,3,Author
5431,New,4,TopAuthor
5432,New,3,Author
5433,New,4,Author
5434,New,4,Author
5435,Old,4,Author
5436,New,3,Author
5437,Old,3,Author
5438,Old,4,Author
5439,Old,4,Author
5440,New,3,Author
5441,New,3,Author
5442,New,4,Author
5443,Old,3,Author
5444,New,3,Author
5445,New,3,TopAuthor
5446,Old,4,TopAuthor
5447,New,4,Author
5448,New,3,Author
5449,New,3,Author
5450,New,4,Author
5451,New,3,Author
5452,New,3,Author
5453,New,4,Author
5454,New,4,Author
5455,Old,3,Author
5456,Old,3,Author
5457,New,4,Author
5458,Old,3,Author
5459,New,4,TopAuthor
5460,Old,3,Author
5461,New,3,Author
5462,New,3,Author
5463,Old,4,Author
5464,New,4,Author
5465,Old,4,Author
5466,New,4,TopAuthor
5467,New,4,TopAuthor
5468,New,3,Author
5469,New,4,Author
5470,Old,3,Author
5471,New,3,Author
5472,New,4,Author
5473,New,3,Author
5474,New,3,Author
5475,New,4,Author
5476,New,4,Author
5477,New,4,Author
5478,New,3,Author
5479,New,4,Author
5480,New,3,Author
5481,New,4,TopAuthor
5482,New,3,Author
5483,Old,4,Author
5484,New,3,Author
5485,New,3,TopAuthor
5486,New,4,TopAuthor
5487,New,4,Author
5488,New,4,Author
5489,New,4,Author
5490,New,3,Author
5491,Old,3,Author
5492,Old,4,Author
5493,Old,4,Author
5494,New,4,Author
5495,New,4,Author
5496,Old,4,Author
5497,New,4,Author
5498,Old,3,Author
5499,New,3,TopAuthor
5500,Old,3,Author
5501,New,3,Author
5502,New,4,Author
5503,New,4,Author
5504,New,4,Author
5505,Old,3,TopAuthor
5506,New,3,Author
5507,New,3,TopAuthor
5508,Old,4,Author
5509,Old,4,Author
5510,Old,4,Author
5511,New,4,Author
5512,Old,4,TopAuthor
5513,New,4,Author
5514,New,3,Author
5515,Old,4,Author
5516,New,4,Author
5517,New,3,TopAuthor
5518,Old,4,Author
5519,New,3,Author
5520,New,4,Author
5521,New,4,Author
5522,Old,4,TopAuthor
5523,New,4,Author
5524,Old,4,Author
5525,Old,3,TopAuthor
5526,New,3,TopAuthor
5527,Old,3,Author
5528,New,4,Author
5529,New,4,Author
5530,New,4,Author
5531,New,3,Author
5532,New,3,Author
5533,New,3,Author
5534,New,3,Author
5535,New,3,Author
5536,Old,3,Author
5537,New,4,Author
5538,New,4,Author
5539,New,3,TopAuthor
5540,Old,3,Author
5541,New,4,Author
5542,New,4,Author
5543,Old,4,Author
5544,New,3,Author
5545,Old,4,Author
5546,New,4,Author
5547,New,4,Author
5548,New,4,Author
5549,New,3,Author
5550,Old,3,Author
5551,New,4,Author
5552,New,4,Author
5553,New,3,Author
5554,Old,4,Author
5555,New,4,Author
5556,New,3,Author
5557,New,4,Author
5558,Old,3,TopAuthor
5559,New,4,Author
5560,Old,3,Author
5561,Old,4,Author
5562,New,3,Author
5563,Old,3,Author
5564,Old,4,TopAuthor
5565,New,4,Author
5566,New,4,Author
5567,Old,4,Author
5568,New,3,TopAuthor
5569,Old,3,Author
5570,Old,3,Author
5571,Old,4,Author
5572,New,4,Author
5573,Old,3,Author
5574,New,4,Author
5575,New,4,Author
5576,New,4,Author
5577,Old,3,Author
5578,New,4,Author
5579,New,3,Author
5580,Old,4,Author
5581,Old,3,Author
5582,New,3,Author
5583,New,3,Author
5584,New,3,Author
5585,New,3,Author
5586,New,4,Author
5587,New,3,Author
5588,Old,3,TopAuthor
5589,New,4,Author
5590,New,4,Author
5591,Old,3,Author
5592,New,3,Author
5593,New,3,Author
5594,New,4,Author
5595,New,3,Author
5596,Old,4,Author
5597,New,3,Author
5598,New,3,Author
5599,Old,4,Author
5600,New,4,TopAuthor
5601,Old,4,Author
5602,New,3,Author
5603,New,3,Author
5604,Old,4,Author
5605,New,4,Author
5606,Old,4,Author
5607,New,4,Author
5608,New,3,Author
5609,New,4,TopAuthor
5610,New,3,Author
5611,New,4,Author
5612,New,4,Author
5613,New,3,Author
5614,New,3,Author
5615,Old,3,Author
5616,Old,3,Author
5617,New,3,Author
5618,New,3,TopAuthor
5619,Old,4,Author
5620,New,3,Author
5621,Old,3,Author
5622,New,4,Author
5623,New,3,Author
5624,Old,4,Author
5625,New,3,Author
5626,Old,3,Author
5627,Old,4,Author
5628,New,4,Author
5629,Old,3,Author
5630,Old,3,Author
5631,New,3,Author
5632,Old,3,Author
5633,New,4,Author
5634,New,4,Author
5635,New,4,Author
5636,New,3,Author
5637,Old,4,Author
5638,New,4,TopAuthor
5639,New,3,Author
5640,New,4,Author
5641,New,4,Author
5642,New,3,Author
5643,Old,4,Author
5644,New,4,Author
5645,New,3,Author
5646,Old,4,Author
5647,New,3,Author
5648,Old,4,Author
5649,New,4,Author
5650,New,3,Author
5651,New,3,Author
5652,New,4,Author
5653,New,4,Author
5654,New,4,Author
5655,New,3,Author
5656,New,3,TopAuthor
5657,New,4,Author
5658,Old,4,Author
5659,New,4,TopAuthor
5660,New,4,Author
5661,Old,3,Author
5662,New,3,Author
5663,New,3,Author
5664,New,3,Author
5665,Old,3,TopAuthor
5666,Old,4,Author
5667,Old,3,Author
5668,Old,3,TopAuthor
5669,New,4,TopAuthor
5670,Old,4,Author
5671,New,3,Author
5672,New,4,Author
5673,Old,3,Author
5674,New,4,Author
5675,New,4,Author
5676,Old,3,Author
5677,New,4,Author
5678,Old,3,Author
5679,New,4,Author
5680,New,4,Author
5681,New,4,Author
5682,Old,4,Author
5683,New,4,Author
5684,New,4,Author
5685,Old,4,Author
5686,Old,3,Author
5687,New,3,Author
5688,New,3,Author
5689,New,4,Author
5690,New,4,Author
5691,New,4,Author
5692,New,4,TopAuthor
5693,New,3,Author
5694,New,4,TopAuthor
5695,Old,3,Author
5696,New,3,Author
5697,New,3,Author
5698,New,3,Author
5699,Old,3,Author
5700,Old,3,Author
5701,Old,4,Author
5702,New,4,Author
5703,New,3,Author
5704,Old,3,Author
5705,New,3,TopAuthor
5706,New,3,Author
5707,New,4,Author
5708,Old,3,Author
5709,New,3,Author
5710,New,4,Author
5711,New,3,Author
5712,New,4,Author
5713,New,3,Author
5714,New,4,Author
5715,New,3,Author
5716,Old,4,Author
5717,Old,4,Author
5718,New,4,Author
5719,New,3,Author
5720,New,4,Author
5721,New,4,Author
5722,New,4,Author
5723,Old,4,Author
5724,New,4,Author
5725,New,4,Author
5726,New,3,Author
5727,Old,4,Author
5728,New,4,TopAuthor
5729,New,3,Author
5730,Old,3,Author
5731,New,4,Author
5732,New,4,Author
5733,Old,3,Author
5734,New,4,Author
5735,Old,4,Author
5736,New,4,TopAuthor
5737,Old,3,Author
5738,New,3,Author
5739,Old,3,Author
5740,New,4,Author
5741,New,4,Author
5742,New,4,Author
5743,Old,3,TopAuthor
5744,New,4,Author
5745,New,4,Author
5746,New,4,Author
5747,Old,3,Author
5748,New,4,TopAuthor
5749,New,4,Author
5750,Old,4,Author
5751,New,3,Author
5752,New,4,Author
5753,New,4,Author
5754,Old,4,Author
5755,New,3,Author
5756,Old,3,Author
5757,New,3,Author
5758,New,3,TopAuthor
5759,New,3,Author
5760,New,4,TopAuthor
5761,New,3,Author
5762,New,3,Author
5763,Old,3,Author
5764,New,3,Author
5765,Old,4,Author
5766,New,4,Author
5767,Old,4,Author
5768,New,4,Author
5769,New,4,Author
5770,New,3,TopAuthor
5771,New,4,Author
5772,New,3,Author
5773,New,4,Author
5774,New,3,Author
5775,Old,3,TopAuthor
5776,New,3,Author
5777,Old,3,Author
5778,New,3,Author
5779,Old,4,Author
5780,New,4,Author
5781,New,3,TopAuthor
5782,Old,4,TopAuthor
5783,Old,3,Author
5784,New,3,Author
5785,Old,4,Author
5786,New,3,Author
5787,New,3,Author
5788,New,4,Author
5789,New,4,TopAuthor
5790,New,4,Author
5791,New,4,Author
5792,Old,3,Author
5793,New,4,Author
5794,New,4,Author
5795,Old,3,Author
5796,New,3,Author
5797,Old,3,TopAuthor
5798,Old,4,Author
5799,New,4,TopAuthor
5800,Old,3,Author
5801,Old,3,TopAuthor
5802,Old,4,Author
5803,New,4,Author
5804,Old,4,Author
5805,Old,4,TopAuthor
5806,New,3,Author
5807,New,3,Author
5808,New,3,Author
5809,Old,4,Author
5810,New,3,Author
5811,New,4,Author
5812,New,3,Author
5813,New,4,Author
5814,New,4,Author
5815,New,3,Author
5816,Old,4,Author
5817,New,3,Author
5818,New,3,TopAuthor
5819,New,3,Author
5820,New,3,Author
5821,New,4,Author
5822,Old,3,Author
5823,Old,4,Author
5824,New,4,Author
5825,Old,4,TopAuthor
5826,New,4,Author
5827,Old,3,Author
5828,New,3,Author
5829,New,3,Author
5830,Old,4,Author
5831,New,3,Author
5832,New,3,Author
5833,Old,4,Author
5834,New,4,Author
5835,New,4,Author
5836,New,3,Author
5837,New,4,Author
5838,New,3,Author
5839,New,4,Author
5840,Old,4,Author
5841,Old,4,Author
5842,New,4,Author
5843,New,3,Author
5844,New,4,Author
5845,New,3,Author
5846,New,4,Author
5847,New,4,Author
5848,New,4,Author
5849,New,4,Author
5850,New,3,Author
5851,New,3,Author
5852,New,3,Author
5853,Old,3,Author
5854,New,3,Author
5855,New,3,Author
5856,New,4,Author
5857,New,4,Author
5858,Old,3,TopAuthor
5859,New,4,Author
5860,Old,4,Author
5861,Old,3,TopAuthor
5862,New,4,Author
5863,Old,3,Author
5864,Old,4,Author
5865,Old,4,Author
5866,New,4,Author
5867,Old,3,TopAuthor
5868,New,3,Author
5869,New,4,Author
5870,Old,3,Author
5871,New,4,TopAuthor
5872,New,3,Author
5873,Old,4,Author
5874,New,4,Author
5875,New,4,Author
5876,New,3,Author
5877,Old,3,TopAuthor
5878,Old,4,Author
5879,Old,4,Author
5880,New,4,Author
5881,Old,4,Author
5882,New,4,Author
5883,New,3,Author
5884,New,4,Author
5885,Old,4,Author
5886,Old,4,Author
5887,New,3,Author
5888,New,3,Author
5889,New,4,TopAuthor
5890,New,3,Author
5891,New,4,TopAuthor
5892,New,4,Author
5893,New,3,Author
5894,New,3,TopAuthor
5895,New,4,Author
5896,New,4,TopAuthor
5897,New,3,Author
5898,Old,4,Author
5899,New,4,Author
5900,New,3,Author
5901,New,4,Author
5902,New,4,Author
5903,Old,3,TopAuthor
5904,New,3,Author
5905,New,4,Author
5906,Old,3,Author
5907,Old,4,Author
5908,Old,3,Author
5909,Old,4,Author
5910,New,3,Author
5911,New,3,Author
5912,Old,4,Author
5913,New,4,Author
5914,New,3,Author
5915,Old,3,Author
5916,New,3,Author
5917,New,3,Author
5918,New,3,Author
5919,Old,4,Author
5920,New,3,TopAuthor
5921,New,3,Author
5922,New,4,Author
5923,New,4,Author
5924,Old,3,Author
5925,New,3,Author
5926,New,3,Author
5927,New,4,TopAuthor
5928,New,3,TopAuthor
5929,New,3,TopAuthor
5930,Old,4,Author
5931,Old,3,Author
5932,Old,3,Author
5933,New,3,Author
5934,Old,3,TopAuthor
5935,New,3,Author
5936,New,3,TopAuthor
5937,New,3,Author
5938,New,3,Author
5939,New,3,Author
5940,Old,4,Author
5941,New,3,TopAuthor
5942,New,3,Author
5943,New,3,Author
5944,New,3,Author
5945,New,3,Author
5946,New,4,Author
5947,New,3,Author
5948,Old,3,Author
5949,Old,4,TopAuthor
5950,New,3,Author
5951,New,4,Author
5952,New,4,Author
5953,New,3,Author
5954,New,3,Author
5955,New,3,Author
5956,New,4,Author
5957,Old,3,Author
5958,New,3,Author
5959,New,3,Author
5960,New,4,TopAuthor
5961,Old,4,Author
5962,New,4,Author
5963,New,4,Author
5964,New,3,Author
5965,New,4,Author
5966,New,3,Author
5967,New,3,Author
5968,Old,4,Author
5969,New,4,Author
5970,New,4,Author
5971,New,4,Author
5972,Old,4,Author
5973,Old,3,Author
5974,New,3,Author
5975,New,4,Author
5976,New,4,Author
5977,New,3,Author
5978,Old,4,Author
5979,New,3,Author
5980,New,4,Author
5981,New,3,Author
5982,Old,3,Author
5983,Old,4,Author
5984,New,3,Author
5985,New,4,Author
5986,New,4,Author
5987,New,3,Author
5988,Old,4,Author
5989,New,3,Author
5990,New,4,Author
5991,Old,4,Author
5992,Old,3,Author
5993,New,4,Author
5994,Old,3,Author
5995,Old,4,Author
5996,Old,4,Author
5997,New,3,Author
5998,New,3,Author
5999,Old,4,Author
6000,New,3,Author
6001,New,4,Author
6002,Old,3,Author
6003,Old,4,Author
6004,New,4,Author
6005,Old,3,Author
6006,Old,4,Author
6007,Old,4,Author
6008,New,3,Author
6009,New,4,Author
6010,New,3,Author
6011,Old,4,Author
6012,New,3,Author
6013,Old,4,Author
6014,Old,3,Author
6015,New,3,Author
6016,New,4,Author
6017,Old,4,Author
6018,Old,4,Author
6019,New,4,Author
6020,Old,4,Author
6021,New,4,Author
6022,Old,4,Author
6023,Old,4,Author
6024,New,4,Author
6025,Old,4,Author
6026,New,4,Author
6027,New,4,Author
6028,New,3,TopAuthor
6029,Old,4,Author
6030,Old,3,Author
6031,New,4,Author
6032,New,4,Author
6033,New,3,Author
6034,New,3,Author
6035,Old,4,Author
6036,New,3,Author
6037,New,4,Author
6038,New,4,Author
6039,Old,4,Author
6040,New,4,Author
6041,New,3,Author
6042,New,3,Author
6043,Old,3,Author
6044,New,4,Author
6045,Old,3,Author
6046,Old,4,Author
6047,New,4,Author
6048,New,3,Author
6049,New,3,Author
6050,New,4,Author
6051,New,4,Author
6052,New,4,Author
6053,New,3,Author
6054,New,3,Author
6055,Old,4,Author
6056,New,3,Author
6057,Old,4,Author
6058,Old,4,Author
6059,New,3,Author
6060,New,3,Author
6061,Old,4,Author
6062,New,3,Author
6063,Old,3,Author
6064,Old,4,Author
6065,New,4,Author
6066,Old,3,Author
6067,Old,4,Author
6068,New,3,Author
6069,New,3,TopAuthor
6070,Old,4,Author
6071,New,4,Author
6072,New,3,Author
6073,Old,3,TopAuthor
6074,New,4,Author
6075,New,4,Author
6076,New,4,Author
6077,New,4,Author
6078,Old,4,TopAuthor
6079,New,4,Author
6080,New,4,TopAuthor
6081,New,4,Author
6082,New,3,Author
6083,Old,4,Author
6084,New,4,Author
6085,New,3,Author
6086,New,3,Author
6087,Old,3,TopAuthor
6088,New,3,Author
6089,Old,4,Author
6090,New,3,Author
6091,New,4,TopAuthor
6092,Old,4,Author
6093,Old,3,Author
6094,New,3,Author
6095,New,3,Author
6096,Old,3,Author
6097,Old,3,Author
6098,New,4,Author
6099,New,3,Author
6100,New,4,Author
6101,Old,3,Author
6102,Old,4,Author
6103,New,3,Author
6104,Old,3,Author
6105,New,3,Author
6106,Old,4,Author
6107,New,3,Author
6108,Old,4,Author
6109,New,3,TopAuthor
6110,New,4,Author
6111,New,4,Author
6112,Old,4,Author
6113,Old,3,Author
6114,New,3,Author
6115,New,3,Author
6116,New,3,Author
6117,New,4,Author
6118,New,4,Author
6119,Old,3,Author
6120,New,3,Author
6121,New,3,TopAuthor
6122,New,4,Author
6123,Old,4,Author
6124,New,3,Author
6125,New,3,Author
6126,New,4,Author
6127,New,4,Author
6128,Old,4,Author
6129,New,4,Author
6130,Old,3,Author
6131,Old,4,Author
6132,New,3,TopAuthor
6133,New,4,Author
6134,New,3,TopAuthor
6135,Old,4,Author
6136,New,3,Author
6137,New,3,Author
6138,Old,3,Author
6139,Old,4,Author
6140,New,4,TopAuthor
6141,New,4,Author
6142,New,4,Author
6143,New,3,TopAuthor
6144,Old,4,Author
6145,New,4,Author
6146,Old,3,TopAuthor
6147,Old,4,Author
6148,New,3,Author
6149,New,4,Author
6150,New,4,Author
6151,New,4,Author
6152,New,4,Author
6153,Old,3,TopAuthor
6154,Old,3,Author
6155,Old,3,Author
6156,Old,4,Author
6157,New,3,Author
6158,New,4,Author
6159,New,4,TopAuthor
6160,Old,4,Author
6161,New,3,Author
6162,New,4,Author
6163,New,3,TopAuthor
6164,New,4,Author
6165,New,3,Author
6166,Old,4,Author
6167,Old,3,Author
6168,New,3,Author
6169,New,3,Author
6170,New,3,Author
6171,New,3,Author
6172,New,4,TopAuthor
6173,Old,3,Author
6174,Old,3,TopAuthor
6175,New,4,Author
6176,New,3,Author
6177,New,3,Author
6178,New,4,Author
6179,New,4,Author
6180,Old,3,Author
6181,Old,3,Author
6182,Old,4,Author
6183,New,3,Author
6184,Old,3,Author
6185,Old,4,TopAuthor
6186,Old,4,Author
6187,Old,4,Author
6188,Old,3,Author
6189,Old,3,Author
6190,Old,3,Author
6191,New,3,Author
6192,New,3,Author
6193,New,4,Author
6194,New,3,Author
6195,Old,3,Author
6196,New,3,Author
6197,New,4,Author
6198,New,3,Author
6199,New,3,Author
6200,Old,3,TopAuthor
6201,New,3,TopAuthor
6202,New,4,Author
6203,New,4,Author
6204,Old,3,Author
6205,New,4,Author
6206,New,3,Author
6207,New,3,Author
6208,New,4,TopAuthor
6209,New,3,Author
6210,Old,4,Author
6211,Old,3,TopAuthor
6212,Old,3,TopAuthor
6213,New,3,Author
6214,New,4,Author
6215,New,3,Author
6216,New,3,Author
6217,Old,4,Author
6218,Old,4,Author
6219,Old,4,Author
6220,Old,3,Author
6221,New,4,Author
6222,New,4,Author
6223,Old,3,Author
6224,New,4,Author
6225,Old,3,Author
6226,New,4,Author
6227,New,4,Author
6228,New,4,TopAuthor
6229,Old,3,Author
6230,Old,3,Author
6231,New,4,Author
6232,New,4,Author
6233,New,3,Author
6234,New,3,Author
6235,New,3,Author
6236,New,4,Author
6237,New,4,Author
6238,Old,4,TopAuthor
6239,New,4,Author
6240,Old,4,Author
6241,New,3,Author
6242,Old,3,Author
6243,New,3,Author
6244,New,4,Author
6245,New,3,Author
6246,New,4,Author
6247,New,4,Author
6248,New,3,Author
6249,New,3,Author
6250,New,3,Author
6251,Old,3,Author
6252,New,4,Author
6253,New,3,Author
6254,New,4,Author
6255,New,3,Author
6256,Old,4,Author
6257,Old,4,Author
6258,Old,3,Author
6259,Old,3,Author
6260,New,4,Author
6261,Old,3,Author
6262,Old,4,Author
6263,New,3,Author
6264,Old,4,Author
6265,Old,4,Author
6266,New,3,Author
6267,New,3,TopAuthor
6268,New,4,Author
6269,Old,4,Author
6270,New,4,Author
6271,New,3,Author
6272,Old,3,Author
6273,Old,3,Author
6274,Old,4,Author
6275,New,4,Author
6276,Old,4,TopAuthor
6277,New,4,Author
6278,Old,3,Author
6279,New,4,Author
