
===== GREEDY START =====

Step 1:
1: ΔU=7.000, ΔPen=-1, ΔMM=0.000, Score=117.000
469: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
470: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
471: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
472: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
473: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
474: ΔU=3.000, ΔPen=-1, ΔMM=0.005, Score=113.005
475: ΔU=4.000, ΔPen=0, ΔMM=0.000, Score=4.000
476: ΔU=3.000, ΔPen=-1, ΔMM=0.000, Score=113.000
477: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
478: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
479: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
480: ΔU=3.000, ΔPen=-2, ΔMM=0.005, Score=223.005
481: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
482: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
483: ΔU=4.000, ΔPen=-1, ΔMM=0.007, Score=114.007
484: ΔU=3.000, ΔPen=-1, ΔMM=0.005, Score=113.005
485: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
486: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
487: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
488: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
489: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
490: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
491: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
492: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
493: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
494: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
495: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
496: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
497: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
498: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
499: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
500: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
501: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
502: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
503: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
504: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
505: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
506: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
507: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
508: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
509: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
510: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
511: ΔU=4.000, ΔPen=-1, ΔMM=0.007, Score=114.007
512: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
513: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
514: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
515: ΔU=5.000, ΔPen=-1, ΔMM=0.009, Score=115.009
516: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
517: ΔU=2.000, ΔPen=-2, ΔMM=0.004, Score=222.004
518: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
519: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
520: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
521: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
522: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
523: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
524: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
525: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
526: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
527: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
528: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
529: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
530: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
531: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
532: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
533: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
534: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
535: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
536: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
537: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
538: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
539: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
540: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
541: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
542: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
543: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
544: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
545: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
546: ΔU=2.000, ΔPen=0, ΔMM=0.000, Score=2.000
547: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
548: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
549: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
550: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
551: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
552: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
553: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
554: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
555: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
556: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
557: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
558: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
559: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
560: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
561: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
562: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
563: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
564: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
565: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
566: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
567: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
568: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
569: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
570: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
571: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
572: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
573: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
574: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
575: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
576: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
577: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
578: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
579: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
580: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
581: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
582: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
583: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
584: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
585: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
586: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
587: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
588: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
589: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
590: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
591: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
592: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
593: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
594: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
595: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
596: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
597: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
598: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
599: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
600: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
601: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
602: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
603: ΔU=7.000, ΔPen=-1, ΔMM=0.013, Score=117.013
604: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
605: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
606: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
607: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
608: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
609: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
610: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
611: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
612: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
613: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
614: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
615: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
616: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
617: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
618: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
619: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
620: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
621: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
622: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
623: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
624: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
625: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
626: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
627: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
628: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
629: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
630: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
631: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
632: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
633: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
634: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
635: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
636: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
637: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
638: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
639: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
640: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
641: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
642: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
643: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
644: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
645: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
646: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
647: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
648: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
649: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
650: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
651: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
652: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
653: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
654: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
655: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
656: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
657: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
658: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
659: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
660: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
661: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
662: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
663: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
664: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
665: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
666: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
667: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
668: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
669: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
670: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
671: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
672: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
673: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
674: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
675: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
676: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
677: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
678: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
679: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
680: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
681: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
682: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
683: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
684: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
685: ΔU=2.000, ΔPen=0, ΔMM=0.000, Score=2.000
686: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
687: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
688: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
689: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
690: ΔU=5.000, ΔPen=0, ΔMM=0.000, Score=5.000
691: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
692: ΔU=2.000, ΔPen=-2, ΔMM=0.004, Score=222.004
693: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
694: ΔU=2.000, ΔPen=-1, ΔMM=0.004, Score=112.004
695: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
696: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
697: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
698: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
699: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
700: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
701: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
702: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
703: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
704: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
705: ΔU=3.000, ΔPen=-1, ΔMM=0.005, Score=113.005
706: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
707: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
708: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
709: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
710: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
711: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
712: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
713: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
714: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
715: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
716: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
717: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
718: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
719: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
720: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
721: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
722: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
723: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
724: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
725: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
726: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
727: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
728: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
729: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
730: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
731: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
732: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
733: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
734: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
735: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
736: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
737: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
738: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
739: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
740: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
741: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
742: ΔU=4.000, ΔPen=0, ΔMM=0.000, Score=4.000
743: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
744: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
745: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
746: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
747: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
748: ΔU=2.000, ΔPen=0, ΔMM=0.000, Score=2.000
749: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
750: ΔU=5.000, ΔPen=0, ΔMM=0.000, Score=5.000
751: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
752: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
753: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
754: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
755: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
756: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
757: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
758: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
759: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
760: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
761: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
762: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
763: ΔU=3.000, ΔPen=-1, ΔMM=0.000, Score=113.000
764: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
765: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
766: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
767: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
768: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
769: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
770: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
771: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
772: ΔU=1.000, ΔPen=-1, ΔMM=0.002, Score=111.002
773: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
774: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
775: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
776: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
777: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
778: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
779: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
780: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
781: ΔU=1.000, ΔPen=-2, ΔMM=0.002, Score=221.002
782: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
783: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
784: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
785: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
786: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
787: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
788: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
789: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
790: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
791: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
792: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
793: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
794: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
795: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
796: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
797: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
798: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
799: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
800: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
801: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
802: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
803: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
804: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
805: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
806: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
807: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
808: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
809: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
810: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
811: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
812: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
813: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
814: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
815: ΔU=1.000, ΔPen=0, ΔMM=0.000, Score=1.000
816: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
817: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
818: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
819: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
820: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
821: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
822: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
823: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
824: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
825: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
826: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
827: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
828: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
829: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
830: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
831: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
832: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
833: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
834: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
835: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
836: ΔU=2.000, ΔPen=-2, ΔMM=0.004, Score=222.004
837: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
838: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
839: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
840: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
841: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
842: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
843: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
844: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
845: ΔU=2.000, ΔPen=-1, ΔMM=0.000, Score=112.000
846: ΔU=0.000, ΔPen=0, ΔMM=0.000, Score=0.000
